studentId,timestamp,testId,mcq_correct,mcq_total,tf_correct,tf_total,mcq_question_1,mcq_answer_1,mcq_question_2,mcq_answer_2,mcq_question_3,mcq_answer_3,mcq_question_4,mcq_answer_4,mcq_question_5,mcq_answer_5,sa_question_1,sa_answer_1,sa_question_2,sa_answer_2,sa_question_3,sa_answer_3,sa_question_4,sa_answer_4,sa_question_5,sa_answer_5,sa_question_6,sa_answer_6,sa_question_7,sa_answer_7,sa_question_8,sa_answer_8,sa_question_9,sa_answer_9,sa_question_10,sa_answer_10,sa_question_11,sa_answer_11,Q1,Q1_answer,Q2,Q2_answer,Q3,Q3_answer,Q1_rate,Q2_rate,Q3_rate
ID2.70,2025-08-04T02:04:28.034Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,8,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,36,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","I was very engaged initially but became very annoyed as the sound became high pitched, I ke[t thinking when it would end.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",The overall instructions were very clear and I didn't feel uncomfortable at all.,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",I wouldn't use this to relax because I got annoyed maybe a subtle sound would be better.,-1,1,-1
ID2.36,2025-08-04T02:04:56.636Z,bb_study2_prolific,3,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Female,Which hand do you primarily use for writing?,Left Hand,"If you were to kick a ball towards a target, which foot would you naturally use?",Left Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,2,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,8,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,8,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,25,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","When the sound first began I thought it was odd, but ok, until the pink beats started and slowly I warmed up tp the sounds in my ears. By the end of the sounds I thought  it wasn't bad at all, not that I enjoyed it but also didn't hate it. I was rather calm throughout the entire listening session.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","The guy giving instructions was particularly very clear in the way he gave instructions, which in turn made me pay closer attention to him. I am overall impressed with the entire experience, including the listening session. I was very comfortable throughout.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","I am not sure if I would use a tool like this or not. I did not hate  it, but also didn't like it much but maybe listening for a second or even third time might change my mind, who knows.",0,1,0
ID2.30,2025-08-04T02:05:11.837Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,27,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","I had varied feelings, sensations and mental images between when the experience began and when it ended. At the start, i was calm, relaxed, and happy but this negatively changed upon going through the experience. They slightly declined.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","I enjoyed participating in the experience. I was comfortable with everything, including the auditory session.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","Maybe, i would be willing to try it out. However, i did not find it to be very relaxing.",0,1,0
ID2.45,2025-08-04T02:05:22.500Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,Silence,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,8,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,26,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","from when the experiment continued to when it finished i felt exactly the same, if anything i thought random thoughts that had nothing to do with the audio","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",The dee[ness of the tone made me slightly uncomfortable,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",I don't see myself using this unless it had benefits for my health.,0,-1,0
ID2.49,2025-08-04T02:06:26.299Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", No Preference,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,1,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,1,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,1,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,1,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,1,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,1,Please type in how old you are (enter numeric values only):,21,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",The sound made my heart beat fast at first and it annoyed me a lot,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",I felt uncomfortable,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",Yes but not with that buzzing sound,-1,-1,0
ID2.51,2025-08-04T02:08:35.294Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,8,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,30,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",When I started listening it was just a random sound but as it goes the voices in my head went quiet and I felt some peace,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","The instructions were straight forward, they did the job and with the videos","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",I would do this everyday before I sleep,1,1,1
ID2.73,2025-08-04T02:08:38.865Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,24,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",I heard different noises that varied with frequency. Some were disturbing and some was smooth,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",The sounds allowed me to stay more foccussed,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",I would use this activity as I have proven it works,0,1,1
ID2.53,2025-08-04T02:11:03.307Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,24,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","The moment the sound started, it was bunch of noise but the more I listened I heard quietness, so peacefull","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","Well I had no issues at all, I mean the instructions were good and I managed to complete it with no issues","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","I would absolutely love an activity like this, everyday before I commence the day",1,1,1
ID2.63,2025-08-04T02:11:28.221Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,20,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",The sound was frustrating I just wished the time would move faster so that I can finish the audio session,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",I was very much uncomfortable as the sound was irritating,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",I would prefer the breathing control for relaxation,-1,-1,-1
ID2.20,2025-08-04T02:15:18.676Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Either Ear Equally,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,26,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",Calm and meditation,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","No, the tones weren't uncomfortable","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","Yes, when I'm stressed and need to clear my mind",1,1,1
ID2.11,2025-08-04T02:17:59.187Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,29,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",there was nothing for a while as i was annoyed at how loud and uncomfartable the sound was at first because i had my volume on full. The i was just thinking whats the aim of the experiment,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","the 1st sound made me feel uncomfatable , instructions were well delivered","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","no, i dont think i need extenal help to help me relax",-1,-1,-1
ID2.65,2025-08-04T02:18:24.314Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,Pink Noise only,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,21,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","When I first started the experiment I was very focused and excited, once I started playing my focus was on the timer checking how many minutes I had left to complete the session. My mind just wanted it to end was frustrated.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","Everything was easy to understand and very clear, was comfortable throughout the whole session.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",I was frustrated and wouldn't use this to relax.,-1,1,-1
ID2.68,2025-08-04T02:18:45.284Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:, Other,Which hand do you primarily use for writing?, Both Equally ,"If you were to kick a ball towards a target, which foot would you naturally use?", No Preference,"When you hold a phone to your head for a call, which ear do you usually listen with?", Either Ear Equally,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,8,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,8,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,8,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,8,Please type in how old you are (enter numeric values only):,21,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",I liked the sound it was very calming,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",No discomfort none whatsoever,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",Maybe,1,1,0
ID2.69,2025-08-04T02:19:27.733Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,Pink Noise only,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,8,Please type in how old you are (enter numeric values only):,34,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",when the sound first began i was very confused and thought it was like there is a problem with the sound but as time goes by i saw that it was okay,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",the whole sound is uncomfortable and confusing,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",yes i would like to see what it is and how it would help me in my everyday life,0,-1,1
ID2.25,2025-08-04T02:21:25.330Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,3,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,2,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,3,Please type in how old you are (enter numeric values only):,22,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",I was uncomfortable. I saw nails being scratched across a blackboard. I was frustrating at some poinr and just made me think of my problems.,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",The pink noise made me uncomfortable. My skin crawled.,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",No I would not. In my specific case it would have the opposite effect.,-1,-1,-1
ID2.72,2025-08-04T02:25:04.615Z,bb_study2_prolific,0,5,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,8,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,29,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","When the sound started, I felt calm. The sound in my ears was soft and smooth. It helped me relax and slow down. My mind became quiet. I saw peaceful images, like water or clouds.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","From the instructions to the listening itself, it all felt smooth. The steps were easy to follow, and the sound  started without stress. The sound felt soft and safe, which made me comfortable. I liked how it helped me relax and clear my mind.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","Yes, I can see myself using this in my daily life. The sound helped me relax and clear my head. It made me feel calm without trying hard. I think it would help me focus when I’m working or studying, or help me calm down before bed.",1,1,1
ID2.12,2025-08-04T02:26:32.039Z,bb_study2_prolific,1,5,0,0,Please select the audio condition that you received:,Silence,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", No Preference,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,8,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,2,Please type in how old you are (enter numeric values only):,32,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","Nothing interesting came up from beginning, around 3 minutes mark I started to feel annoyed and impatient","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",It wasn't a pleasant sound. Overall I found it annoying and I just wanted to time to pass quickly,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","No, I don't think the sound made me relax or focus at all. I prefer something less annoying like brown noise and rain sound",-1,-1,-1
